cement,slag,flyash,water,superplasticizer,coarseaggregate,fineaggregate,age,csMPa
509.6,3.7,1.6,169.4,9.1,1123.6,739.8,39.2,69.84
197.7,148.9,127.69999999999999,196.5,8.1,1100.3,819.4,-1.0999999999999996,19.42
193.20000000000002,29.6,180.6,176.60000000000002,4.8999999999999995,1109.5,939.0,-0.6000000000000001,21.29
218.8,63.900000000000006,178.7,187.0,6.9,1108.1000000000001,877.2,-5.1,23.08
206.1,90.5,164.3,181.0,9.3,1104.3999999999999,851.2,12.8,15.52
213.5,10.7,130.8,185.29999999999998,11.4,1178.7,877.3,3.3,12.55
270.7,22.2,109.8,207.60000000000002,5.8999999999999995,1058.6,920.2,4.1,8.49
209.89999999999998,11.1,101.2,187.5,9.1,1081.2,976.5,7.3,12.18
188.3,9.9,157.5,180.4,0.6,1093.0,977.8,18.6,16.88
203.0,139.0,122.0,196.70000000000002,4.0,1104.3999999999999,819.4,22.8,34.24
196.5,23.1,179.1,174.10000000000002,4.8,1108.8999999999999,930.8,5.199999999999999,29.75
203.4,91.0,166.0,190.4,10.899999999999999,1102.7,829.6,17.4,29.55
224.3,14.6,139.7,184.79999999999998,9.6,1183.2,872.1999999999999,11.0,19.42
281.6,6.6,102.2,211.10000000000002,5.8,1022.6999999999999,920.8000000000001,29.0,24.66
233.4,23.9,172.29999999999998,177.6,12.5,1122.6999999999998,844.1,21.9,29.59
207.6,7.1,97.5,187.6,8.3,1090.8,974.8,20.8,24.28
293.6,11.5,113.89999999999999,209.9,6.2,1161.5,830.3,32.0,20.73
185.7,10.0,138.0,181.3,0.9,1102.8,968.3,31.7,26.2
186.1,130.8,137.9,192.29999999999998,8.9,1085.5,821.4,38.1,46.39
200.5,146.3,117.89999999999999,199.1,3.9,1101.7,817.0,23.5,39.16
176.0,154.5,133.5,195.5,9.7,1108.3,830.2,33.8,41.2
195.3,21.2,173.3,177.70000000000002,5.0,1111.0,932.1,46.6,33.69
196.4,55.2,174.0,181.20000000000002,6.9,1107.0,875.3,35.7,38.2
201.4,80.0,169.4,183.1,8.200000000000001,1102.6,849.7,27.9,41.41
285.2,-8.9,105.7,207.0,6.5,1051.4,924.1,26.5,27.22
241.5,6.2,185.6,178.1,12.399999999999999,1149.6999999999998,848.9,22.9,44.64
232.39999999999998,10.0,108.3,190.7,9.7,1090.9,992.6999999999999,35.3,37.27
282.9,17.1,117.39999999999999,210.70000000000002,6.2,1139.8,818.5,37.9,33.27
192.8,16.3,153.2,184.20000000000002,-0.1,1101.7,985.9,61.4,36.56
194.6,132.6,142.0,190.79999999999998,8.7,1089.7,824.7,55.6,53.72
203.9,135.10000000000002,125.8,196.1,4.3,1094.7,811.9,62.1,48.59
191.20000000000002,147.6,130.2,193.3,7.2,1085.3999999999999,828.6,56.3,51.72
197.5,19.8,182.4,177.10000000000002,4.5,1104.1,941.9,68.1,35.85
189.6,53.4,181.7,182.0,6.9,1101.1000000000001,870.3,58.0,53.77
197.9,95.5,152.3,181.2,8.3,1101.8,849.9,55.1,53.46
191.3,110.30000000000001,169.5,188.3,10.0,1104.1000000000001,838.7,57.2,48.99
227.0,7.9,118.3,185.2,9.700000000000001,1180.2,871.3,63.0,31.72
275.3,2.5,105.4,212.60000000000002,6.4,1040.8,949.3000000000001,53.0,39.64
242.0,-10.0,178.7,178.79999999999998,12.0,1149.8999999999999,862.5,64.7,51.26
227.79999999999998,13.0,113.7,189.79999999999998,7.5,1082.8,968.4,58.9,43.39
199.7,-0.1,148.4,181.5,0.2,1102.7,979.1999999999999,105.1,37.96
176.5,118.9,131.79999999999998,192.0,8.5,1102.2,824.5,103.8,55.02
203.8,151.60000000000002,123.1,199.5,4.3,1111.1,834.5999999999999,118.6,49.99
204.5,143.4,140.9,193.6,8.8,1099.6,833.4,103.5,53.66
183.7,47.800000000000004,179.1,182.60000000000002,6.6,1111.7,883.1,109.8,56.06
199.0,72.5,171.7,184.1,8.200000000000001,1102.7,834.3000000000001,119.7,56.81
194.60000000000002,15.5,135.5,184.29999999999998,9.700000000000001,1175.4,887.4,107.2,33.56
230.7,0.0,181.0,175.5,10.299999999999999,1139.6,853.8,116.0,52.96
223.0,19.2,105.9,190.29999999999998,8.2,1100.6,964.1999999999999,105.2,44.28
262.0,13.2,132.6,211.20000000000002,7.3,1147.3999999999999,842.3,109.5,40.15
463.6,36.5,94.5,177.9,12.5,1059.5,780.3,28.9,44.42
458.5,35.3,88.4,177.8,11.9,1053.2,795.6,25.7,51.02
491.2,33.5,82.6,180.3,12.299999999999999,1056.5,784.6,1.6,35.36
475.7,39.5,94.1,185.1,11.5,1065.5,787.6,7.4,25.02
479.9,27.8,92.1,179.3,12.2,1064.0,792.9,13.3,52.01
471.6,32.5,89.1,179.4,12.0,1065.3,787.6,4.7,38.02
470.2,38.4,76.6,183.4,11.7,1058.5,777.5,3.1,39.3
457.0,36.7,85.4,180.0,12.5,1070.4,791.8,49.0,56.14
470.9,21.2,79.7,177.0,12.5,1062.8,780.0,73.7,54.77
407.0,23.4,98.4,171.8,15.5,1022.5,926.7,33.2,46.68
423.9,30.0,101.0,177.8,14.9,1036.4,912.2,-5.699999999999999,22.75
426.9,24.2,100.1,176.6,15.1,1039.4,923.4,7.5,25.51
430.3,43.4,96.4,176.9,12.7,1036.3,925.3,6.6,34.77
423.9,24.3,107.7,175.0,14.5,1036.2,938.7,3.1,36.84
408.7,26.3,88.5,173.6,15.3,1036.9,906.6,67.7,56.34
371.3,33.6,107.2,162.7,12.9,1056.0,950.9,29.8,44.03
391.0,29.7,90.5,163.4,12.5,1076.1,938.1,32.8,55.45
522.7,32.5,130.9,226.3,4.7,976.6,780.2,30.8,55.55
500.4,27.1,122.7,220.3,4.3,930.6,775.4,32.9,57.92
522.7,36.4,134.1,225.4,5.6,974.9,782.6,13.9,25.61
527.5,42.9,129.0,227.4,4.9,986.7,787.8,15.3,33.49
519.5,38.0,130.1,227.7,4.3,981.0,773.6,57.8,59.59
517.0,26.9,121.9,217.7,4.3,920.0,776.2,17.3,29.55
510.5,49.1,124.2,214.4,4.6,911.9,783.7,21.1,37.92
503.8,21.0,129.8,220.1,3.9,928.6,772.0,51.5,61.86
460.3,15.8,141.2,194.5,9.5,922.4,830.6,25.7,62.05
448.7,38.3,156.4,199.0,8.3,978.5,834.1,3.8,32.01
449.5,31.8,138.9,185.4,9.9,928.6,818.6,42.0,72.1
470.1,24.9,143.8,195.0,9.0,919.9,814.9,10.4,39.0
459.1,20.1,127.4,186.3,9.8,936.4,828.7,4.0,32.11
455.8,50.3,128.9,188.4,8.9,927.1,834.4,60.4,74.36
231.4,19.8,144.2,222.9,2.5,1036.6,866.1,31.2,21.97
245.8,23.5,138.7,226.3,3.8,1049.7,882.3,6.6,9.85
247.9,21.6,156.0,227.2,2.1,1039.7,875.4,5.0,15.07
239.7,22.6,143.8,226.3,2.5,1054.8,876.9,55.7,23.25
318.0,27.5,155.4,200.6,7.0,939.8,886.7,30.9,43.73
290.0,29.2,156.0,199.9,6.6,938.6,879.5,16.1,13.4
388.2,23.5,146.7,175.4,11.8,1039.9,871.4,15.5,25.12
385.6,24.2,149.7,175.6,10.9,1042.3,878.2,13.2,23.64
387.9,11.4,146.1,172.6,10.8,1051.2,876.4,13.8,35.75
396.8,19.9,149.9,171.2,11.6,1041.5,876.0,-4.6,38.61
358.3,29.2,149.6,167.3,11.3,1038.3,887.9,71.6,68.75
381.0,36.0,145.7,169.3,11.5,1035.3,873.0,67.5,66.78
319.8,13.1,8.7,209.2,0.8,1016.5,966.1999999999999,92.3,32.07
312.0,4.8,16.6,209.3,0.2,1006.1,974.5999999999999,3.6,11.65
406.1,-3.4,10.1,209.8,0.9,1028.7,868.1,8.7,19.2
430.0,-16.7,7.6,208.0,1.7,1030.4,861.8000000000001,94.9,48.85
423.8,17.9,6.3,206.7,0.0,1034.2,852.9,28.3,39.6
497.8,2.6,-1.1,209.9,0.4,1032.4,790.4000000000001,41.8,43.94
511.2,3.8,-1.2,209.7,0.6,1041.6000000000001,809.2,7.5,34.57
516.5,8.9,7.5,208.4,1.3,1028.9,794.1,96.1,54.32
508.0,-4.6,-3.4,208.6,-0.1,1042.7,776.0,0.10000000000000009,24.4
369.3,4.7,0.5,208.1,0.0,1015.6,912.2,6.0,15.62
283.8,25.6,13.7,209.3,-0.7,1007.5,1023.1,101.3,21.86
278.8,12.2,17.8,208.3,0.4,974.5999999999999,1026.7,11.8,10.22
304.8,10.9,-5.3,212.8,1.0,1011.9000000000001,967.0,8.0,14.6
282.0,-6.2,15.9,210.7,1.3,985.3,1039.9,20.5,18.75
363.0,27.6,4.1,208.1,0.8,1022.3000000000001,924.3000000000001,30.5,31.97
370.1,-4.8,5.4,209.5,0.3,1033.6000000000001,922.6,9.4,23.4
419.7,24.7,4.7,207.6,1.1,1046.0,873.1,16.1,27.74
287.7,-10.9,12.4,212.3,0.8,985.5999999999999,1024.3,15.8,8.2
176.60000000000002,258.4,-4.9,206.79999999999998,-0.5,1147.1999999999998,795.6999999999999,4.0,9.62
259.3,381.5,8.4,206.5,-0.1,1039.3,738.4,16.5,25.42
265.0,159.3,-0.6,201.39999999999998,1.5,1129.5,806.4,5.6,15.69
198.8,284.3,9.1,203.6,0.8,1109.0,788.9,39.7,27.94
230.0,302.8,15.4,203.0,-0.2,1091.3,782.5,29.9,32.63
288.3,170.9,5.5,205.0,1.1,1127.3999999999999,807.1999999999999,15.0,17.24
303.7,176.9,7.9,201.7,1.3,1106.5,785.3,21.2,19.77
271.1,355.5,8.1,202.39999999999998,0.4,1038.2,735.4,22.0,39.44
269.90000000000003,159.79999999999998,0.3,203.0,1.0,1143.7,821.0,33.5,25.75
420.0,7.0,15.2,204.2,-1.6,1146.1,816.3,42.3,33.08
387.4,2.8,16.5,205.29999999999998,1.2,1142.2,821.0999999999999,16.4,24.07
240.7,332.40000000000003,10.0,203.1,1.3,1065.9,771.5,25.0,21.82
186.20000000000002,250.5,5.9,205.29999999999998,0.0,1158.1999999999998,820.5999999999999,29.5,21.07
318.3,1.1,2.5,205.6,0.8,1177.6000000000001,843.6999999999999,18.3,14.84
273.2,167.5,1.4,203.39999999999998,0.4,1127.6999999999998,810.6999999999999,37.0,32.05
226.8,148.1,16.5,201.2,0.6,1156.5,839.3,11.9,11.96
411.2,3.0,14.6,201.29999999999998,0.4,1204.1999999999998,862.9,26.3,22.49
318.5,8.7,5.0,205.1,-0.2,1190.0,861.1999999999999,34.0,25.22
281.2,363.8,-4.7,202.79999999999998,1.8,1051.0,749.0,44.5,39.7
238.70000000000002,159.39999999999998,-12.8,200.2,0.4,1141.6,815.4,19.3,13.09
335.70000000000005,210.89999999999998,-1.5,205.2,0.7,1067.5,778.5,35.6,38.7
139.7,212.7,4.6,204.1,0.0,1167.1000000000001,836.3,8.5,7.51
268.7,-0.6,14.5,200.79999999999998,0.0,1206.8,875.5999999999999,23.9,17.58
346.0,22.0,1.3,206.39999999999998,0.9,1159.0,834.9,10.3,21.18
158.0,206.3,8.7,205.6,0.9,1184.5,822.4,27.0,18.2
228.5,145.29999999999998,13.9,204.1,1.2,1176.4,838.9,30.4,22.63
310.7,204.0,6.3,201.1,1.3,1105.7,786.6999999999999,18.4,21.86
228.0,282.0,4.5,200.79999999999998,0.5,1101.9,791.0,19.2,12.37
208.60000000000002,146.0,-3.0,203.2,0.4,1120.3999999999999,806.6999999999999,39.3,25.73
269.7,337.1,-2.3,200.2,1.1,1039.5,761.3,14.9,21.92
308.9,197.3,8.1,204.7,0.3,1086.1000000000001,793.5999999999999,29.3,33.04
421.09999999999997,10.6,4.2,200.79999999999998,1.2,1199.5,868.0,14.3,14.54
271.3,165.4,6.2,204.2,0.9,1134.5,804.8,21.9,26.91
375.2,-0.7,5.2,203.2,1.3,1180.2,832.5999999999999,39.4,31.9
276.8,-4.1,9.7,205.39999999999998,1.0,1216.8,860.8,4.8,10.34
270.9,4.2,0.4,201.79999999999998,0.0,1206.6999999999998,857.9,40.8,19.77
406.0,3.6,3.3,204.39999999999998,0.1,1148.6,812.8,28.7,37.44
289.5,12.3,17.7,200.89999999999998,1.1,1209.0,861.1999999999999,25.4,11.48
316.20000000000005,215.6,0.3,205.5,1.8,1065.7,768.4,9.9,24.44
230.0,137.2,3.6,203.6,-0.2,1175.7,858.5,31.9,17.6
372.7,2.5,1.7,216.2,0.6,1076.1,860.3,12.3,13.22
366.5,5.5,8.3,212.3,0.8,1075.3,872.8,3.3,20.97
369.2,4.7,12.1,216.2,-0.3,1067.2,858.2,19.9,27.04
253.2,0.9,2.2,212.8,0.9,1073.1,968.5,12.4,12.84
260.3,13.3,2.7,212.9,0.6,1078.0,959.4,36.8,18.42
275.4,0.6,3.7,212.8,-0.6,1061.7,962.6,97.7,21.95
277.5,3.2,8.9,210.7,1.6,1066.6,956.5,186.0,24.1
292.1,7.1,0.7,213.8,0.1,1066.9,967.9,377.2,25.08
304.2,-3.7,3.0,208.8,-0.1,1058.7,927.0,19.5,21.26
298.0,4.9,-9.8,207.6,0.9,1068.6,930.9,19.0,25.97
299.6,1.5,-3.5,209.0,1.0,1056.3,935.1,2.9,11.36
294.3,4.3,4.7,207.1,1.1,1066.0,936.8,88.6,31.25
304.1,7.2,11.2,208.1,0.4,1063.1,937.6,368.7,33.7
285.9,0.7,7.4,215.8,0.6,1068.5,936.5,6.3,9.31
281.6,5.8,-1.6,215.3,0.2,1054.6,929.3,90.6,26.94
293.4,19.3,-3.6,216.6,-0.1,1061.1,922.0,364.6,29.79
332.5,7.5,6.6,215.3,1.3,1079.8,882.1,182.5,34.49
331.3,17.9,-5.2,212.4,0.6,1064.1,884.0,10.2,12.54
257.9,10.8,12.3,213.4,0.5,1065.7,956.7,17.1,9.99
210.8,14.6,5.9,197.1,-0.6,1217.0,915.5,11.8,7.84
211.5,0.9,-4.9,196.9,0.5,1222.5,926.1,29.8,12.25
240.6,8.7,-0.8,198.3,0.1,1213.1,908.1,11.8,11.17
316.6,9.0,0.8,203.0,0.5,1181.5,884.2,4.1,14.2
312.3,2.4,0.5,196.5,0.5,1183.2,878.9,29.7,24.5
342.3,0.5,-4.2,199.9,0.4,1170.9,885.6,20.4,15.58
389.0,-5.4,-0.2,204.4,1.2,1137.5,833.1,18.2,26.06
382.3,21.0,1.0,203.7,0.9,1144.0,816.2,46.4,38.21
421.0,-0.8,0.9,209.4,1.3,1117.0,816.0,28.0,43.7
279.8,19.7,12.7,201.1,-0.2,1203.4,886.5,27.7,12.73
383.2,3.6,6.1,202.7,0.2,1153.4,836.0,8.4,20.28
242.4,305.5,-1.0,218.3,0.6,1062.6,711.1,7.5,19.54
281.09999999999997,180.10000000000002,3.3,220.9,0.4,1083.2,790.7,96.4,47.71
203.2,238.2,-0.2,207.3,0.6,1033.3,848.7,97.6,43.38
166.9,224.8,3.5,222.6,-0.1,1069.8,822.4,33.8,29.89
185.20000000000002,255.0,11.1,222.0,0.2,1071.4,763.5,7.1,6.9
132.9,195.9,7.1,222.3,-0.3,1053.3,859.9,107.3,33.19
202.5,121.8,20.2,226.1,0.1,1054.7,886.6,0.20000000000000018,4.9
132.5,168.1,7.9,208.2,1.0,969.7,1011.6,87.8,25.46
141.2,196.0,-0.4,221.2,0.5,1060.0,883.6,33.9,24.29
237.7,132.7,10.7,207.5,1.5,1060.1,894.2,7.0,11.41
151.0,193.5,12.4,221.5,0.3,1024.0,925.3,32.9,20.59
308.40000000000003,216.0,12.5,225.1,0.7,1070.1,699.8,25.9,25.89
145.3,190.4,-1.6,222.9,-0.1,1027.8,903.9,104.9,29.23
120.5,194.9,4.5,209.9,2.2,1013.6999999999999,974.6,98.6,31.02
189.1,242.1,12.8,210.7,0.5,1026.8,875.9000000000001,27.8,33.66
173.8,204.1,-5.4,207.5,1.1,1032.0,912.9000000000001,34.2,27.87
278.8,171.0,2.2,220.8,0.9,1089.5,775.2,0.7999999999999998,19.35
187.5,107.6,-3.7,210.3,0.3,1031.6,931.0,6.3,11.39
213.8,289.6,-0.6,210.4,-0.2,1025.0,788.5,12.2,12.79
217.2,298.0,-1.1,206.9,0.7,1034.3999999999999,805.9,26.8,39.32
179.0,123.2,13.5,210.8,0.3,987.4,1021.8000000000001,3.8,4.78
313.8,193.0,3.9,210.7,0.5,1031.4,795.1999999999999,9.0,16.11
332.1,219.1,-0.1,220.8,1.0,1069.7,709.4,14.4,43.38
266.2,153.7,-1.2,210.1,0.7,1063.6,827.4,12.9,20.42
227.3,143.9,6.4,218.5,0.9,1060.6,814.2,13.5,15.03
261.4,160.7,5.4,207.0,0.7,1064.2,825.0,11.1,13.57
227.7,133.7,14.1,221.9,-0.2,1066.7,891.3,105.0,32.53
190.70000000000002,262.0,8.7,220.2,1.5,1066.8,776.4,8.4,15.75
125.3,169.3,-3.8,210.1,1.3,972.2,1014.8,10.3,7.68
251.2,155.9,1.4,223.4,0.0,1079.6,828.9,27.7,33.0
103.2,162.9,12.4,209.8,0.9,980.2,1029.5,28.7,17.28
213.3,127.2,1.4,204.1,0.2,1040.5,936.8,28.1,24.28
154.3,221.8,16.6,209.8,0.2,1013.6999999999999,936.8000000000001,90.1,36.59
221.6,291.3,-1.6,209.1,0.6,1031.1,796.1,82.5,50.73
334.2,218.1,9.1,221.1,1.7,1067.0,710.3,0.5,14.14
273.8,148.8,-0.1,212.1,1.3,1065.5,817.6,99.5,47.78
133.4,173.8,2.2,218.3,1.0,1026.1000000000001,912.8,5.5,2.33
177.8,239.5,12.5,210.7,-0.1,1017.9,866.9000000000001,8.5,16.89
329.5,199.8,4.6,213.5,2.2,1033.6,791.9,8.9,23.52
156.2,119.0,10.7,208.8,1.2,1005.4,1014.2,34.5,17.96
264.1,166.2,8.5,211.2,-0.8,1072.9,831.0,24.4,32.88
129.8,188.6,10.3,212.2,0.9,1011.6999999999999,964.1999999999999,38.2,22.35
203.9,143.4,-0.3,222.1,0.3,1057.5,883.0,-1.3000000000000007,10.79
157.3,173.6,4.0,220.2,0.9,1038.1000000000001,928.3,17.9,7.72
231.0,323.40000000000003,8.2,220.1,0.9,1058.8,702.2,35.2,41.68
233.5,310.2,0.0,223.2,0.1,1062.9,709.4,-5.1,9.56
142.3,207.7,16.0,211.4,1.7,1018.3,904.5,8.1,6.88
308.3,195.2,0.4,208.5,0.8,1019.5,798.6999999999999,97.1,50.53
230.0,150.0,3.5,207.6,1.2,1063.4,879.4000000000001,4.2,17.17
231.6,144.4,-1.0,207.4,1.4,1063.3,883.2,32.2,30.44
157.0,187.20000000000002,-8.4,225.2,0.2,1046.2,887.4,-1.7999999999999998,3.32
181.0,111.1,17.0,210.0,0.1,980.9,1020.7,99.9,26.32
233.4,150.0,4.1,215.2,1.3,1059.9,878.2,98.9,43.25
205.7,123.4,2.6,211.3,1.5,1049.5,942.0999999999999,94.5,32.1
259.0,166.20000000000002,4.2,222.6,-0.2,1076.0,771.0,16.8,36.96
333.6,212.4,14.6,222.3,1.8,1061.3,718.1,94.2,54.6
189.0,92.3,-0.8,212.3,0.5,972.8,1014.4,10.5,8.37
175.4,226.6,9.8,219.6,1.0,1071.1,823.4,90.4,39.66
140.1,177.1,2.7,214.8,1.0,1011.0999999999999,961.1999999999999,2.5999999999999996,10.09
186.3,253.79999999999998,1.6,221.4,0.1,1089.9,759.2,89.4,43.57
219.7,320.8,9.1,220.1,0.1,1064.0,708.6,91.5,51.86
336.6,-4.3,11.8,210.8,-0.6,1116.4,902.2,6.9,11.85
349.8,25.0,2.1,212.5,-0.1,1116.4,901.3,36.7,27.83
317.5,3.5,0.5,208.0,-0.3,1095.1,908.4,98.5,35.76
331.0,3.2,-2.1,211.4,0.7,1108.2,898.7,125.8,38.7
347.0,16.8,12.6,208.6,1.4,1120.9,897.7,1.2,14.31
367.1,14.0,1.7,209.1,0.6,1118.6,894.1,12.8,17.44
353.1,29.4,-6.5,209.1,0.8,1128.8,913.2,36.6,31.74
354.0,5.9,14.6,211.8,1.1,1134.8,891.5,128.8,39.38
374.7,6.7,-3.4,207.8,1.0,1146.0,875.3,17.5,9.01
381.6,-5.3,10.5,210.6,0.4,1152.0,881.8,18.2,33.61
372.8,4.8,6.6,209.4,-0.2,1156.5,887.6,85.7,40.66
345.1,1.4,7.3,208.3,0.4,1147.1,879.2,122.1,40.86
271.6,3.8,1.7,201.5,0.7,1199.7,861.8,16.4,12.05
328.5,-7.6,7.8,201.6,0.1,1185.5,836.0,37.8,25.18
505.6,22.4,-5.3,206.6,0.8,1024.6,791.4,28.7,43.89
496.6,-4.7,9.2,212.1,0.5,1018.1,801.1,107.4,54.28
428.6,-17.0,15.5,203.6,1.0,1144.2,818.5,21.1,36.94
312.9,-2.7,11.2,204.5,0.2,1213.9,854.5,9.6,14.5
304.0,2.4,-7.6,205.7,0.1,1205.3,859.1,36.9,22.44
525.7,-2.4,-0.9,215.5,1.7,1225.4,689.7,2.7,12.64
518.2,17.5,4.2,216.1,0.6,1225.6,695.5,5.8,33.21
526.1,6.6,8.6,218.7,1.0,1221.6,693.6,26.1,36.94
551.7,8.0,4.8,187.2,0.0,1225.7,690.1,17.8,59.76
572.3,13.2,2.3,189.9,0.4,1221.2,670.5,33.9,67.31
558.1,10.3,9.3,189.2,1.0,1216.3,689.0,102.0,69.66
570.4,16.4,13.0,191.8,1.6,1232.1,697.8,179.6,71.62
553.2,-2.0,4.0,190.2,0.2,1228.0,683.8,275.8,74.17
371.8,2.9,10.2,225.4,0.2,1091.8,867.1,9.0,18.13
376.8,13.7,-11.2,223.1,0.6,1064.8,859.0,11.2,22.53
360.6,-14.6,-0.6,219.3,-0.3,1059.9,864.6,101.2,31.35
414.1,-4.4,3.4,203.3,0.6,1073.6,854.6,8.9,6.27
409.0,12.2,2.3,203.4,0.6,1062.4,823.3,9.3,14.7
394.7,3.5,7.6,211.2,1.1,1073.7,848.1,12.1,23.22
399.3,16.0,12.0,200.9,1.5,1078.8,842.3,27.3,27.92
419.3,14.9,8.7,204.6,1.0,1052.5,849.9,16.6,31.35
368.3,-2.8,1.4,205.7,1.1,1068.5,910.3,182.8,39.0
357.6,11.4,-4.4,210.1,0.7,1062.1,897.7,355.6,41.24
381.2,18.4,9.0,214.2,0.4,1143.0,875.3,9.1,14.99
361.3,9.1,-6.4,209.3,-0.6,1069.6,894.3,15.1,13.52
413.4,-0.9,9.7,206.5,0.1,1129.1,817.7,6.3,24.0
423.4,15.5,4.2,204.0,0.8,1209.0,853.8,21.0,11.47
293.2,13.4,-2.1,203.2,-0.4,1211.1,843.6,34.9,22.44
374.0,12.6,7.3,202.6,0.8,1158.6,826.3,37.4,31.84
318.9,14.1,5.4,201.9,0.4,1175.9,849.0,16.6,14.8
320.6,-18.7,5.2,201.8,0.0,1171.6,839.8,35.0,25.18
320.8,15.6,4.9,207.3,0.4,1181.7,850.8,26.8,21.65
320.0,23.7,8.2,213.4,1.1,1173.9,836.0,90.1,29.39
346.1,11.6,11.4,209.3,1.2,972.5,913.4,7.4,13.52
360.9,9.5,8.7,210.8,-0.5,1091.7,894.0,8.7,16.26
376.4,13.9,12.0,208.3,0.5,1072.1,900.7,98.1,37.23
376.3,10.8,5.2,212.5,1.2,1148.6,884.1,-2.4000000000000004,18.13
376.9,13.5,15.9,209.6,0.5,1142.0,875.5,34.7,32.72
369.7,7.8,9.1,209.9,0.7,1135.6,877.4,94.0,39.49
375.7,1.0,1.9,206.2,-0.3,1149.5,885.3,183.1,41.05
381.8,-1.1,-1.6,211.0,0.3,1157.0,879.5,364.0,42.13
326.1,-1.0,6.8,225.0,1.7,1079.5,889.7,171.0,26.74
523.2,-4.3,-3.0,216.3,0.2,1234.7,686.9,98.9,47.22
532.2,-1.7,-0.8,217.2,-0.2,1223.3,691.8,184.8,51.04
518.3,23.3,7.0,215.7,0.7,1222.2,683.5,289.7,55.16
282.6,14.4,1.5,203.4,1.1,1212.3,874.8,37.0,19.69
375.5,2.3,-0.6,203.3,1.3,1155.4,816.0,33.9,31.65
435.2,4.3,5.2,211.6,0.3,1033.4,835.6,0.8999999999999999,19.11
420.0,8.8,5.9,211.3,0.8,1024.8,834.1,27.1,39.58
424.2,2.0,4.1,201.4,1.0,1152.1,813.4,5.8,24.0
290.8,8.4,3.0,204.6,1.0,1208.6,849.9,23.5,11.47
269.5,14.6,11.0,202.4,0.3,1195.7,866.3,27.5,19.69
325.2,7.5,7.7,207.8,1.7,1053.0,913.8,2.2,14.99
334.7,10.7,4.0,209.9,0.2,1081.0,931.6,190.3,37.33
348.7,15.6,21.4,218.3,1.1,1075.5,926.5,370.0,38.11
552.2,5.4,6.7,212.1,0.6,1225.2,685.9,11.0,42.42
546.6,10.3,12.8,207.4,0.3,1210.8,679.9,24.4,48.4
569.2,5.0,1.8,210.9,0.2,1220.1,684.5,34.3,55.94
555.9,7.5,-3.3,207.0,0.3,1214.1,671.2,86.7,58.78
528.6,4.9,0.3,207.0,0.4,1219.3,695.3,287.6,67.11
353.3,3.1,3.7,217.0,0.0,1069.5,878.4,4.9,20.77
430.4,9.3,2.3,201.1,1.0,1131.5,815.5,30.5,39.09
510.3,12.8,14.1,208.5,0.2,1022.3,788.6,16.6,24.39
554.6,9.1,4.7,164.4,0.3,998.9,968.5,23.8,50.51
300.2,117.2,90.4,228.2,9.9,1003.1,762.1,26.9,37.17
176.1,191.3,153.2,195.9,19.6,939.4,820.2,32.5,33.76
171.1,112.1,91.7,218.9,8.8,966.0,915.2,26.5,19.99
170.0,189.5,144.7,185.8,18.1,1049.8,775.8,41.8,36.35
328.2,156.8,127.5,183.2,22.5,1024.1,731.1,34.3,33.69
158.7,8.2,175.5,174.8,18.3,1047.4,922.4,30.4,15.42
406.7,19.7,10.4,207.3,8.1,1113.7,818.7,36.0,39.05
188.0,164.8,114.8,190.5,15.2,1047.0,793.4,23.0,27.68
176.2,270.4,2.5,217.4,6.1,1089.1,756.1,24.8,26.86
331.1,149.0,5.5,184.4,10.0,1015.8,881.4,34.3,45.3
332.7,-1.0,107.6,216.8,10.9,1053.9,782.0,40.6,30.12
181.2,168.2,145.0,191.6,11.9,995.7,860.3,31.1,44.61
305.0,139.8,112.1,218.7,5.6,971.3,739.5,34.7,53.52
352.9,176.0,0.0,209.1,6.0,969.4,854.5,26.2,57.21
388.2,175.7,9.6,210.3,8.1,923.4,830.2,43.5,65.91
288.2,148.4,103.1,186.4,8.6,910.7,899.8,37.8,52.82
172.6,5.7,157.0,199.3,12.2,1114.2,801.7,40.8,18.03
174.4,248.6,4.7,196.2,12.5,1103.7,780.1,42.9,37.36
190.2,186.2,138.9,220.8,12.2,928.3,780.4,31.1,32.84
330.0,6.8,115.7,203.0,6.6,977.6,887.9,30.4,42.64
336.1,7.9,135.2,228.5,6.9,964.0,811.5,20.0,40.06
325.6,127.7,105.4,204.0,10.9,995.5,788.4,29.8,41.94
398.8,10.8,159.1,209.9,11.9,889.9,856.2,36.7,40.87
164.1,209.6,158.7,195.9,4.9,961.7,814.8,39.3,33.3
343.7,148.9,8.8,206.5,9.4,1051.4,774.6,34.3,52.42
203.7,12.6,208.1,199.9,13.1,937.8,925.2,31.9,15.09
349.8,8.6,115.8,188.9,11.2,1025.1,852.0,38.7,38.46
358.0,9.5,136.0,199.5,12.0,971.0,851.8,35.1,37.26
161.1,181.1,136.7,254.3,7.2,972.6,736.9,28.7,35.23
296.3,-1.3,104.6,229.3,12.6,974.4,817.5,31.7,31.87
315.1,111.2,93.0,214.8,5.8,930.9,879.6,34.3,41.54
171.1,268.9,-0.5,186.2,12.6,1155.7,775.8,25.8,39.45
193.6,254.7,1.3,203.6,14.8,950.7,905.8,15.5,37.91
328.8,112.2,84.0,200.9,10.2,966.9,845.9,37.3,44.28
353.4,15.0,118.4,210.6,10.7,930.8,888.8,26.5,31.18
186.9,148.9,113.1,212.1,6.0,991.5,859.9,38.2,23.69
